job_title,category,question
Information Systems Engineer,Behavioral,Tell me about a time you faced a challenge involving IT governance and how you handled it.
AI Engineer,Experience,What experience do you have with fine-tuning models in past projects and what was the outcome?
UX/UI Designer,Technical,What are common pitfalls when working with prototyping tools and how do you avoid them?
Interactive Media Specialist,Problem Solving,Here's a problem: how would you approach optimizing game mechanics for a large-scale Interactive Media Specialist system?
AI Engineer,Behavioral,Share an example when you had to learn a new tool or technique for model interpretability quickly.
Backend Developer,Experience,Describe a project where you used scalability and the role you played in it.
Data Scientist,Problem Solving,Propose a solution to improve time series forecasting when faced with limited resources in a Data Scientist project.
Backend Developer,Technical,Explain the key concepts of security best practices and how you would apply them in a Backend Developer role.
Interactive Media Specialist,Problem Solving,Propose a solution to improve performance optimization for media when faced with limited resources in a Interactive Media Specialist project.
Cyber Security Engineer,Problem Solving,Propose a solution to improve secure coding practices when faced with limited resources in a Cyber Security Engineer project.
Backend Developer,Experience,Discuss a system you built that relied on caching strategies and the biggest lessons learned.
Cyber Security Engineer,Problem Solving,How would you break down a complex incident response problem into smaller tasks for a Cyber Security Engineer team?
UX/UI Designer,Leadership,Describe how you'd mentor junior engineers/designers on best practices for usability testing (in a cloud-native environment).
Network Engineer,Leadership,How would you lead a team building a network monitoring feature from concept to production in a Network Engineer context?
Computer Scientist,Problem Solving,Here's a problem: how would you approach optimizing distributed systems for a large-scale Computer Scientist system? (with limited budget and time).
Backend Developer,Technical,Describe the trade-offs between different approaches to scalability for a Backend Developer.
Backend Developer,Technical,Describe the trade-offs between different approaches to database transactions for a Backend Developer.
AI Engineer,Behavioral,Describe how you manage competing priorities when working on model interpretability tasks.
Computer Scientist,Leadership,Describe how you'd mentor junior engineers/designers on best practices for operating systems.
Computer Scientist,Technical,How would you design a solution for concurrency in the context of a Computer Scientist position?
